entity_type,entity_id,episode_num,episode_title,supporter_id,user_id,npub,name,username,ids,firstseen,lastseen,updated,btc_d7_total,btc_d7_boosts,btc_d7_streams,btc_d7_zaps,btc_d7_purchases,btc_d7_subscriptions,btc_d30_total,btc_d30_boosts,btc_d30_streams,btc_d30_zaps,btc_d30_purchases,btc_d30_subscriptions,btc_m3_total,btc_m3_boosts,btc_m3_streams,btc_m3_zaps,btc_m3_purchases,btc_m3_subscriptions,btc_alltime_total,btc_alltime_boosts,btc_alltime_streams,btc_alltime_zaps,btc_alltime_purchases,btc_alltime_subscriptions,usd_d7_total,usd_d7_boosts,usd_d7_streams,usd_d7_zaps,usd_d7_purchases,usd_d7_subscriptions,usd_d30_total,usd_d30_boosts,usd_d30_streams,usd_d30_zaps,usd_d30_purchases,usd_d30_subscriptions,usd_m3_total,usd_m3_boosts,usd_m3_streams,usd_m3_zaps,usd_m3_purchases,usd_m3_subscriptions,usd_alltime_total,usd_alltime_boosts,usd_alltime_streams,usd_alltime_zaps,usd_alltime_purchases,usd_alltime_subscriptions
EPISODE,9bujoMt5jRPVOwtIZmop,006,Grassroots Recap: Philly Suburbs & Bitcoin Park Nashville | Ep. 006,1QV35qKH6RCccCZR9Ua2,8Zso0hGJY6bYEzVz7HZXppOqphY2,npub1z3h8afkwknffxyspvjde77sj6euy66rtyul7qlkl7f2ygktxdqasnn760f,Matthew D,,fountain:1vfyk3yjU8M0Eq9oxl72;npub:npub1z3h8afkwknffxyspvjde77sj6euy66rtyul7qlkl7f2ygktxdqasnn760f,2026-04-09T11:08:23.954Z,2026-04-09T11:08:25.807Z,2026-04-30T00:02:44.681Z,0,0,0,0,0,0,10000,10000,0,0,0,0,10000,10000,0,0,0,0,10000,10000,0,0,0,0,0,0,0,0,0,0,7.13145,7.13145,0,0,0,0,7.131457000000001,7.131457000000001,0,0,0,0,7.131453070000001,7.131453070000001,0,0,0,0
EPISODE,PfxSpLSelb60eIHqjiSC,002,"Local Bitcoiners • Meetups are the Ultimate Web of Trust: Jersey City, NJ | Ep. 002",DHji8cV71u8E9JeTNYLw,,npub1q7why7lw8kq9ufr43ps75ngz3vhx5duqt7xmgklcq3dljqqfjegq2km2vr,tigs,,npub:npub1q7why7lw8kq9ufr43ps75ngz3vhx5duqt7xmgklcq3dljqqfjegq2km2vr,2026-04-03T05:37:59.154Z,2026-04-03T05:38:01.021Z,2026-04-30T00:02:04.087Z,0,0,0,0,0,0,1110,1110,0,0,0,0,1110,1110,0,0,0,0,1110,1110,0,0,0,0,0,0,0,0,0,0,0.74095,0.74095,0,0,0,0,0.7409349999999999,0.7409349999999999,0,0,0,0,0.7409399999999999,0.7409399999999999,0,0,0,0
EPISODE,PfxSpLSelb60eIHqjiSC,002,"Local Bitcoiners • Meetups are the Ultimate Web of Trust: Jersey City, NJ | Ep. 002",ZyG8Vj2uU6kftJRFN9TD,cOMbBgsOjphvkw0MqUlIaSksCHv1,npub1phvflpwfkevj50jlvaw5lerl7avynpwt5tl9kpmt07kwmnsw04vqe9n97v,Boomer,,fountain:7tv5mf8CjBxZ7HNaaWYZ;npub:npub1phvflpwfkevj50jlvaw5lerl7avynpwt5tl9kpmt07kwmnsw04vqe9n97v,2026-02-16T13:58:59.067Z,2026-02-16T13:59:00.240Z,2026-02-21T00:00:44.789Z,1000,1000,0,0,0,0,1000,1000,0,0,0,0,1000,1000,0,0,0,0,1000,1000,0,0,0,0,0.6829,0.6829,0,0,0,0,0.6829,0.6829,0,0,0,0,0.6829017,0.6829017,0,0,0,0,0.682903666,0.682903666,0,0,0,0
EPISODE,PfxSpLSelb60eIHqjiSC,002,"Local Bitcoiners • Meetups are the Ultimate Web of Trust: Jersey City, NJ | Ep. 002",JaXCAMXp7cRhbYsztMLg,uNpPKoDyCmYrELaxq0pVL4cMOS53,npub1pgp72xqqlg75xwnct7ktu9a99fsxvsyje9rwy6a4dyhxsq4usx6svcv3tz,UsedToReadALot,,fountain:2PxPjnIfDtHKRb95lMuH;npub:npub1pgp72xqqlg75xwnct7ktu9a99fsxvsyje9rwy6a4dyhxsq4usx6svcv3tz,2026-03-24T03:23:28.927Z,2026-03-24T05:09:39.442Z,2026-04-23T00:02:04.478Z,0,0,0,0,0,0,0,0,0,0,0,0,891,0,891,0,0,0,891,0,891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6278348163999997,0,0.6278348163999997,0,0,0,0.6278397135999998,0,0.6278397135999998,0,0,0
EPISODE,PfxSpLSelb60eIHqjiSC,002,"Local Bitcoiners • Meetups are the Ultimate Web of Trust: Jersey City, NJ | Ep. 002",mST8jyqxsQlRtACgaLKO,wuS6785infRgiNz9wXKGPifTLag2,npub1qjhr8se64q78dvvpftv6lazgfukgg22wj0kjtjfr6x2gwfeg6j2ssju7c0,Lakesurfer,,fountain:4x0eKPcdd1oM4IPJ7qSC;npub:npub1qjhr8se64q78dvvpftv6lazgfukgg22wj0kjtjfr6x2gwfeg6j2ssju7c0,2026-02-26T19:10:10.343Z,2026-02-26T19:10:11.502Z,2026-03-28T00:02:01.378Z,0,0,0,0,0,0,0,0,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33778175,0.33778175,0,0,0,0,0.337786115,0.337786115,0,0,0,0
EPISODE,PfxSpLSelb60eIHqjiSC,002,"Local Bitcoiners • Meetups are the Ultimate Web of Trust: Jersey City, NJ | Ep. 002",Itv6LQ94KSVEOcX05j1L,,,Anonymous,,uuid:4050b01f-2143-4596-973f-ec73c36985d7,2026-02-24T01:24:58.810Z,2026-02-24T01:24:58.902Z,2026-03-26T00:02:08.975Z,0,0,0,0,0,0,0,0,0,0,0,0,200,200,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128475,0.128475,0,0,0,0,0.12848,0.12848,0,0,0,0
EPISODE,PfxSpLSelb60eIHqjiSC,002,"Local Bitcoiners • Meetups are the Ultimate Web of Trust: Jersey City, NJ | Ep. 002",8nmqWcVvkr6kaogpPPcT,,,Anonymous,,uuid:5e1b331b-025f-4c4a-ab9a-6bd0f6fa7202,2026-02-16T23:10:18.851Z,2026-02-16T23:10:18.943Z,2026-02-21T00:00:47.980Z,200,200,0,0,0,0,200,200,0,0,0,0,200,200,0,0,0,0,200,200,0,0,0,0,0.1374,0.1374,0,0,0,0,0.1374,0.1374,0,0,0,0,0.137403,0.137403,0,0,0,0,0.1374,0.1374,0,0,0,0
EPISODE,PfxSpLSelb60eIHqjiSC,002,"Local Bitcoiners • Meetups are the Ultimate Web of Trust: Jersey City, NJ | Ep. 002",QCz5nNBdfKW7p8fIXPgb,Mf2yRoWaW2ZS4n7pdI5y3oaRlZC3,npub1jr525zmjjg5y99y2kx3r4cwzfcq98ke4kqeh5zpkveyt3gnnfk6sjvxjzt,Piez,,fountain:xqXqo83Km5FCYBQBQoN4;npub:npub1jr525zmjjg5y99y2kx3r4cwzfcq98ke4kqeh5zpkveyt3gnnfk6sjvxjzt,2026-03-05T15:05:56.399Z,2026-03-05T15:05:57.593Z,2026-04-04T00:01:34.782Z,0,0,0,0,0,0,0,0,0,0,0,0,121,121,0,0,0,0,121,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08748542,0.08748542,0,0,0,0,0.08748938,0.08748938,0,0,0,0
EPISODE,PfxSpLSelb60eIHqjiSC,002,"Local Bitcoiners • Meetups are the Ultimate Web of Trust: Jersey City, NJ | Ep. 002",Q9uT8XSfzycOO3lMUJaA,6BwQmhaZzOhFzQIb4NT1v96qPbA3,npub1jxh2kga4ve8d4ftahcqtqswvk5z5f7ya0k2kx3dm679hmw4ysesqvt62rj,NostrGang@fountain.fm,NostrGang,fountain:7yFU6TDVQCUATGqYb4xT;npub:npub1jxh2kga4ve8d4ftahcqtqswvk5z5f7ya0k2kx3dm679hmw4ysesqvt62rj,2026-07-07T19:23:33.759Z,2026-07-07T19:23:36.711Z,2026-07-14T00:00:25.505Z,0,0,0,0,0,0,100,100,0,0,0,0,100,100,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0.06351,0.06351,0,0,0,0,0.06352192,0.06352192,0,0,0,0,0.0635196864,0.0635196864,0,0,0,0
EPISODE,PfxSpLSelb60eIHqjiSC,002,"Local Bitcoiners • Meetups are the Ultimate Web of Trust: Jersey City, NJ | Ep. 002",66VITk87EC1DEG5vNhDi,Qs9sjkFT2UT7zDrz9alFG3dszGf1,,behybr@fountain.fm,,fountain:5yiQ6dmJpCUGbgOeryJB,2026-02-16T23:52:18.825Z,2026-04-24T17:51:15.661Z,2026-04-30T00:00:34.684Z,8,0,8,0,0,0,8,0,8,0,0,0,41,0,41,0,0,0,41,0,41,0,0,0,0.00621,0,0.00621,0,0,0,0.00621,0,0.00621,0,0,0,0.028937881,0,0.028937881,0,0,0,0.0289394237,0,0.0289394237,0,0,0
EPISODE,PyYiZvwjQw13umitWd3D,001,"Local Bitcoiners • 001. Starting and Growing Meetups | Western MA and South Bend, IN",B46nWtGBvHv1P3MDTfxl,PAd9W5NIMjOa1jOgT8oKzs8NWT23,npub1vpx9596duxdsmx4kwksycm2u4qy0gr6mzg289m52q96gdy97s9zsnkjspj,Otis Bitmeyer,,fountain:2AhPgdSfDXdIOrzayv7v;npub:npub1vpx9596duxdsmx4kwksycm2u4qy0gr6mzg289m52q96gdy97s9zsnkjspj,2026-02-09T13:41:50.795Z,2026-02-09T13:41:51.947Z,2026-02-21T00:05:05.479Z,0,0,0,0,0,0,10420,10420,0,0,0,0,10420,10420,0,0,0,0,10420,10420,0,0,0,0,0,0,0,0,0,0,7.19785,7.19785,0,0,0,0,7.19785466,7.19785466,0,0,0,0,7.197853876,7.197853876,0,0,0,0
EPISODE,PyYiZvwjQw13umitWd3D,001,"Local Bitcoiners • 001. Starting and Growing Meetups | Western MA and South Bend, IN",mUyZ8al2iWC3btqXCBH3,,,Anonymous,,uuid:d4960d89-0fd6-40dc-9d4c-8cb56b1e9509,2026-02-09T17:09:29.972Z,2026-02-09T17:09:30.040Z,2026-02-21T00:05:07.076Z,0,0,0,0,0,0,9800,9800,0,0,0,0,9800,9800,0,0,0,0,9800,9800,0,0,0,0,0,0,0,0,0,0,6.85868,6.85868,0,0,0,0,6.858675,6.858675,0,0,0,0,6.85868,6.85868,0,0,0,0
EPISODE,PyYiZvwjQw13umitWd3D,001,"Local Bitcoiners • 001. Starting and Growing Meetups | Western MA and South Bend, IN",BVqXYdq2BLyaXePhQS0d,,,Anonymous,,uuid:2790c88f-d72e-4dff-9df2-e5bbc2f25074,2026-02-10T16:55:20.072Z,2026-02-10T16:55:20.147Z,2026-02-21T00:05:13.084Z,0,0,0,0,0,0,9800,9800,0,0,0,0,9800,9800,0,0,0,0,9800,9800,0,0,0,0,0,0,0,0,0,0,6.79754,6.79754,0,0,0,0,6.797535,6.797535,0,0,0,0,6.79754,6.79754,0,0,0,0
EPISODE,PyYiZvwjQw13umitWd3D,001,"Local Bitcoiners • 001. Starting and Growing Meetups | Western MA and South Bend, IN",5UpoWA5MFm9WXX6OBqIc,wBHeoBISpFargiwQptg0FaaIwt23,npub15wzuy60l6p2kg8pr2juvw4jw0ctaexyyar8qzamcvwx4kk6pdcvq07skp8,Wartime,,fountain:9ZMfG0jX1BNx3NR6qMFp;npub:npub15wzuy60l6p2kg8pr2juvw4jw0ctaexyyar8qzamcvwx4kk6pdcvq07skp8,2026-02-09T16:04:13.945Z,2026-02-09T16:04:15.085Z,2026-02-21T00:05:06.482Z,0,0,0,0,0,0,7777,7777,0,0,0,0,7777,7777,0,0,0,0,7777,7777,0,0,0,0,0,0,0,0,0,0,5.40423,5.40423,0,0,0,0,5.4042341892,5.4042341892,0,0,0,0,5.4042298516,5.4042298516,0,0,0,0
EPISODE,PyYiZvwjQw13umitWd3D,001,"Local Bitcoiners • 001. Starting and Growing Meetups | Western MA and South Bend, IN",9cYRlMBJAsbMNn4iKsE8,8Zso0hGJY6bYEzVz7HZXppOqphY2,npub1z3h8afkwknffxyspvjde77sj6euy66rtyul7qlkl7f2ygktxdqasnn760f,Matthew D,,fountain:1vfyk3yjU8M0Eq9oxl72;npub:npub1z3h8afkwknffxyspvjde77sj6euy66rtyul7qlkl7f2ygktxdqasnn760f,2026-02-10T12:00:36.783Z,2026-02-10T12:00:37.968Z,2026-02-21T00:05:11.181Z,0,0,0,0,0,0,5000,5000,0,0,0,0,5000,5000,0,0,0,0,5000,5000,0,0,0,0,0,0,0,0,0,0,3.42321,3.42321,0,0,0,0,3.4232115,3.4232115,0,0,0,0,3.42320727,3.42320727,0,0,0,0
EPISODE,PyYiZvwjQw13umitWd3D,001,"Local Bitcoiners • 001. Starting and Growing Meetups | Western MA and South Bend, IN",fNKpKOn1mhwn2l73rerb,6St5Pbyf0yN0WOq0LhZ8vJMd6Y73,npub1lldaex9dr9u2wy5cnezu0krhughxjdy5mw8rudvn5xxcsystkvrs56meh9,randomjunque@fountain.fm,randomjunque,fountain:0x5e6AhgllpJEewEwgCL;npub:npub1lldaex9dr9u2wy5cnezu0krhughxjdy5mw8rudvn5xxcsystkvrs56meh9,2026-06-19T00:33:26.662Z,2026-06-20T00:11:05.756Z,2026-07-14T00:02:01.398Z,0,0,0,0,0,0,4315,1000,3315,0,0,0,4315,1000,3315,0,0,0,4315,1000,3315,0,0,0,0,0,0,0,0,0,2.721,0.62952,2.09148,0,0,0,2.721023318483336,0.6295284833333333,2.0914948351500016,0,0,0,2.721019408166669,0.6295284833333333,2.091490924833335,0,0,0
EPISODE,PyYiZvwjQw13umitWd3D,001,"Local Bitcoiners • 001. Starting and Growing Meetups | Western MA and South Bend, IN",DGyKNpYDDb5Vv2Ryb87d,XAwLrEk0VkWwi4mauZBT0G5jOmg1,npub1er2vkexlh7kd56j929crc4stw83hqzvl0xpewsrv3ceyda9ld3xszwjwex,Hot Wax Social Club,,fountain:ClWFeU3t2zWi1SQ1aSWL;npub:npub1er2vkexlh7kd56j929crc4stw83hqzvl0xpewsrv3ceyda9ld3xszwjwex,2026-04-23T21:13:18.976Z,2026-04-23T21:51:14.375Z,2026-04-30T00:00:28.580Z,0,0,0,0,0,0,3751,0,3751,0,0,0,3751,0,3751,0,0,0,3751,0,3751,0,0,0,0,0,0,0,0,0,2.92461,0,2.92461,0,0,0,2.924426774900002,0,2.924426774900002,0,0,0,2.9244242866000016,0,2.9244242866000016,0,0,0
EPISODE,PyYiZvwjQw13umitWd3D,001,"Local Bitcoiners • 001. Starting and Growing Meetups | Western MA and South Bend, IN",tNE0ae95ZcMljjsYahVI,rRgY0RLJfXgtWtp1TOpRcpMyjNk2,npub10jzgn0sfgm83pnha2hsjlgq03hj0u6pmwqhjh70wuar7mmermaesgxar98,SenditMike,,fountain:jvDb9FpG97mXuWD4jJNN;npub:npub10jzgn0sfgm83pnha2hsjlgq03hj0u6pmwqhjh70wuar7mmermaesgxar98,2026-02-22T16:10:40.882Z,2026-02-22T16:12:24.401Z,2026-03-24T00:02:45.086Z,0,0,0,0,0,0,0,0,0,0,0,0,3207,3207,0,0,0,0,3207,3207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1673630782,2.1673630782,0,0,0,0,2.1673630842,2.1673630842,0,0,0,0
EPISODE,PyYiZvwjQw13umitWd3D,001,"Local Bitcoiners • 001. Starting and Growing Meetups | Western MA and South Bend, IN",b6l3KDbPtGRWJgWRcAOB,e7GELOUTmIOmsLRhsnbAAmvSpH13,npub1hqaz3dlyuhfqhktqchawke39l92jj9nt30dsgh2zvd9z7dv3j3gqpkt56s,Avi Burra,,fountain:cEvJAcDEcPBhjcBSRYVG;npub:npub1hqaz3dlyuhfqhktqchawke39l92jj9nt30dsgh2zvd9z7dv3j3gqpkt56s,2026-02-04T12:47:43.970Z,2026-02-04T12:47:45.126Z,2026-02-21T00:04:01.074Z,0,0,0,0,0,0,2424,2424,0,0,0,0,2424,2424,0,0,0,0,2424,2424,0,0,0,0,0,0,0,0,0,0,1.84346,1.84346,0,0,0,0,1.8434636352,1.8434636352,0,0,0,0,1.8434594048,1.8434594048,0,0,0,0
EPISODE,PyYiZvwjQw13umitWd3D,001,"Local Bitcoiners • 001. Starting and Growing Meetups | Western MA and South Bend, IN",nQnRABLhbBKBV40bg029,tt6HXj4q9hMw1oXP8qLDaFfwAVg1,npub1juxh95vxasvfr959hkug7rwzje60sw3k7cegrerhktnd97s7yvms0yd0je,Digital Nomad,,fountain:zJZ7ZzNzlRHfYam6sIpE;npub:npub1juxh95vxasvfr959hkug7rwzje60sw3k7cegrerhktnd97s7yvms0yd0je,2026-02-15T17:45:36.150Z,2026-02-15T17:45:42.746Z,2026-02-21T00:00:40.483Z,1000,1000,0,0,0,0,1000,1000,0,0,0,0,1000,1000,0,0,0,0,1000,1000,0,0,0,0,0.68842,0.68842,0,0,0,0,0.68842,0.68842,0,0,0,0,0.6884171,0.6884171,0,0,0,0,0.688418758,0.688418758,0,0,0,0
EPISODE,PyYiZvwjQw13umitWd3D,001,"Local Bitcoiners • 001. Starting and Growing Meetups | Western MA and South Bend, IN",aSHlMpuLEnjvmrzNJeVi,4jdfdPwntZf9GOpHKbYzTdMGsK32,npub1h2hy9wpjtq9czvl6eghnudxutz03dtrvj758tje4dyhzupuyajesacyjp0,BitcoinJim,,fountain:z8CeutUabC392WrjXENr;npub:npub1h2hy9wpjtq9czvl6eghnudxutz03dtrvj758tje4dyhzupuyajesacyjp0,2026-03-30T00:26:13.961Z,2026-03-30T00:26:15.183Z,2026-04-29T00:02:00.184Z,0,0,0,0,0,0,0,0,0,0,0,0,999,999,0,0,0,0,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6650164179,0.6650164179,0,0,0,0,0.6650127759000001,0.6650127759000001,0,0,0,0
EPISODE,PyYiZvwjQw13umitWd3D,001,"Local Bitcoiners • 001. Starting and Growing Meetups | Western MA and South Bend, IN",UI18Dg1Qctmz4PvGen9q,,,Anonymous,,uuid:046395c4-dd3a-4b32-8b34-f6eac316fb92,2026-02-09T14:44:00.079Z,2026-02-09T14:44:00.143Z,2026-02-21T00:05:06.478Z,0,0,0,0,0,0,980,980,0,0,0,0,980,980,0,0,0,0,980,980,0,0,0,0,0,0,0,0,0,0,0.67982,0.67982,0,0,0,0,0.679823,0.679823,0,0,0,0,0.67982,0.67982,0,0,0,0
EPISODE,PyYiZvwjQw13umitWd3D,001,"Local Bitcoiners • 001. Starting and Growing Meetups | Western MA and South Bend, IN",ITXYbM0JshtTUCXNuc4J,,,Anonymous,,uuid:1c278098-2382-4667-ae7b-fffc3a053e3e,2026-02-07T23:11:49.969Z,2026-02-07T23:11:50.045Z,2026-02-21T00:04:40.980Z,0,0,0,0,0,0,980,980,0,0,0,0,980,980,0,0,0,0,980,980,0,0,0,0,0,0,0,0,0,0,0.67548,0.67548,0,0,0,0,0.675477,0.675477,0,0,0,0,0.67548,0.67548,0,0,0,0
EPISODE,PyYiZvwjQw13umitWd3D,001,"Local Bitcoiners • 001. Starting and Growing Meetups | Western MA and South Bend, IN",4nqZJHZkeNzS7qpZbsvE,,,Anonymous,,uuid:99af1c4a-a513-4396-b8ad-ec6b8eafa25c,2026-02-10T16:50:40.100Z,2026-02-10T16:50:40.173Z,2026-02-21T00:05:13.275Z,0,0,0,0,0,0,980,980,0,0,0,0,980,980,0,0,0,0,980,980,0,0,0,0,0,0,0,0,0,0,0.67999,0.67999,0,0,0,0,0.679989,0.679989,0,0,0,0,0.67999,0.67999,0,0,0,0
EPISODE,PyYiZvwjQw13umitWd3D,001,"Local Bitcoiners • 001. Starting and Growing Meetups | Western MA and South Bend, IN",LRDTUKHSDxcKXjirH646,uNpPKoDyCmYrELaxq0pVL4cMOS53,npub1pgp72xqqlg75xwnct7ktu9a99fsxvsyje9rwy6a4dyhxsq4usx6svcv3tz,UsedToReadALot,,fountain:2PxPjnIfDtHKRb95lMuH;npub:npub1pgp72xqqlg75xwnct7ktu9a99fsxvsyje9rwy6a4dyhxsq4usx6svcv3tz,2026-03-24T02:10:55.767Z,2026-03-24T03:19:34.316Z,2026-04-23T00:02:04.485Z,0,0,0,0,0,0,0,0,0,0,0,0,737,0,737,0,0,0,737,0,737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5194873903999999,0,0.5194873903999999,0,0,0,0.5194921113,0,0.5194921113,0,0,0
EPISODE,PyYiZvwjQw13umitWd3D,001,"Local Bitcoiners • 001. Starting and Growing Meetups | Western MA and South Bend, IN",FMPBs8suc0BxJ4SP4Ec0,k6dGIt9k2hRnm73z7BCUVVBQwtz1,npub15ymzglvv4alrp06q85eqqmawegxf688v0gtqwhjpgtp0a4k2mesqshkwwx,,,fountain:QHTmd73FmJgg0Id3Qd5S;npub:npub15ymzglvv4alrp06q85eqqmawegxf688v0gtqwhjpgtp0a4k2mesqshkwwx,2026-02-04T20:55:18.896Z,2026-05-07T00:14:49.463Z,2026-05-14T00:00:25.676Z,0,0,0,0,0,0,323,323,0,0,0,0,646,646,0,0,0,0,646,646,0,0,0,0,0,0,0,0,0,0,0.26314,0.26314,0,0,0,0,0.5001649185999999,0.5001649185999999,0,0,0,0,0.500161938,0.500161938,0,0,0,0
EPISODE,PyYiZvwjQw13umitWd3D,001,"Local Bitcoiners • 001. Starting and Growing Meetups | Western MA and South Bend, IN",SF3806LD7gf6YicThAUA,j2Y42rBvWqT4Ohozh5UAsDjUnqx2,npub1va3773umzrydk4vd0q2xsnjg8qrsym7up9j9agnzcxd8u398wulq6kpxey,TamtamBam,,fountain:2HAZEJWxuK2tvudg5qts;npub:npub1va3773umzrydk4vd0q2xsnjg8qrsym7up9j9agnzcxd8u398wulq6kpxey,2026-02-08T13:42:33.915Z,2026-02-08T13:42:35.042Z,2026-02-21T00:05:01.678Z,0,0,0,0,0,0,221,221,0,0,0,0,221,221,0,0,0,0,221,221,0,0,0,0,0,0,0,0,0,0,0.15728,0.15728,0,0,0,0,0.15727252839999997,0.15727252839999997,0,0,0,0,0.15727596679999997,0.15727596679999997,0,0,0,0
EPISODE,PyYiZvwjQw13umitWd3D,001,"Local Bitcoiners • 001. Starting and Growing Meetups | Western MA and South Bend, IN",fLznhqh0B8aXNTnfKP7E,eum6WesavrMEFELO6uBAZTOHTfz1,npub1wurnmeal9cjegaqewyh3pv0l0c7rf3n7sa6tanafe6hz2qgdemdsfyh7qn,Trent Dudenhoeffer,,fountain:72b95emOZybnaQ1OgY3U;npub:npub1wurnmeal9cjegaqewyh3pv0l0c7rf3n7sa6tanafe6hz2qgdemdsfyh7qn,2026-02-08T18:30:13.838Z,2026-02-08T18:47:04.393Z,2026-02-21T00:05:03.076Z,0,0,0,0,0,0,220,0,220,0,0,0,220,0,220,0,0,0,220,0,220,0,0,0,0,0,0,0,0,0,0.1565,0,0.1565,0,0,0,0.15652149810000002,0,0.15652149810000002,0,0,0,0.1565222196,0,0.1565222196,0,0,0
EPISODE,PyYiZvwjQw13umitWd3D,001,"Local Bitcoiners • 001. Starting and Growing Meetups | Western MA and South Bend, IN",h51imI3Ls3vTDsE3VGaL,DVH3MFa1b1PWL8ywR43fbemKVn73,npub1marc26z8nh3xkj5rcx7ufkatvx6ueqhp5vfw9v5teq26z254renshtf3g0,Marc Kat,,fountain:8TZE1p1GQzUHncVifvJR;npub:npub1marc26z8nh3xkj5rcx7ufkatvx6ueqhp5vfw9v5teq26z254renshtf3g0,2026-02-09T19:37:05.700Z,2026-02-09T19:37:06.854Z,2026-02-21T00:05:07.474Z,0,0,0,0,0,0,210,210,0,0,0,0,210,210,0,0,0,0,210,210,0,0,0,0,0,0,0,0,0,0,0.14868,0.14868,0,0,0,0,0.148676976,0.148676976,0,0,0,0,0.14867503359999998,0.14867503359999998,0,0,0,0
EPISODE,PyYiZvwjQw13umitWd3D,001,"Local Bitcoiners • 001. Starting and Growing Meetups | Western MA and South Bend, IN",wG0WS6COfxecoMtrL0OM,,,Anonymous,,uuid:16bf85f6-87a8-477d-8705-628d64a6c58b,2026-02-10T16:55:18.865Z,2026-02-10T16:55:18.933Z,2026-02-21T00:05:13.175Z,0,0,0,0,0,0,200,200,0,0,0,0,200,200,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,0,0.13873,0.13873,0,0,0,0,0.138725,0.138725,0,0,0,0,0.13873,0.13873,0,0,0,0
EPISODE,PyYiZvwjQw13umitWd3D,001,"Local Bitcoiners • 001. Starting and Growing Meetups | Western MA and South Bend, IN",lSM8XpPsFShUoWJUJ1e5,,,Anonymous,,uuid:06881f47-fbd1-4f85-9361-0824b5234aa9,2026-02-09T17:09:28.733Z,2026-02-09T17:09:28.811Z,2026-02-21T00:05:07.073Z,0,0,0,0,0,0,200,200,0,0,0,0,200,200,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,0,0.13997,0.13997,0,0,0,0,0.139973,0.139973,0,0,0,0,0.13997,0.13997,0,0,0,0
EPISODE,PyYiZvwjQw13umitWd3D,001,"Local Bitcoiners • 001. Starting and Growing Meetups | Western MA and South Bend, IN",QjoIYbkDOnQ8URcRRGxy,Mf2yRoWaW2ZS4n7pdI5y3oaRlZC3,npub1jr525zmjjg5y99y2kx3r4cwzfcq98ke4kqeh5zpkveyt3gnnfk6sjvxjzt,Piez,,fountain:xqXqo83Km5FCYBQBQoN4;npub:npub1jr525zmjjg5y99y2kx3r4cwzfcq98ke4kqeh5zpkveyt3gnnfk6sjvxjzt,2026-02-04T12:54:51.399Z,2026-02-04T12:54:52.824Z,2026-02-21T00:04:00.685Z,0,0,0,0,0,0,121,121,0,0,0,0,121,121,0,0,0,0,121,121,0,0,0,0,0,0,0,0,0,0,0.09199,0.09199,0,0,0,0,0.0919939768,0.0919939768,0,0,0,0,0.0919934152,0.0919934152,0,0,0,0
EPISODE,PyYiZvwjQw13umitWd3D,001,"Local Bitcoiners • 001. Starting and Growing Meetups | Western MA and South Bend, IN",dTRAih4TzCDy4sBbCbRZ,6yBi8T4wBgPSh8TyEoWBc8VH0RC2,npub14ktnsqc2hpxqflawce9t4htvc6pvkdgp6xf6tlcujjuswuy324vqfhukks,Mark 🐢⚡️🫂💜,,fountain:aZbf51ZMbjlWDQ6btZzi;npub:npub14ktnsqc2hpxqflawce9t4htvc6pvkdgp6xf6tlcujjuswuy324vqfhukks,2026-02-08T21:03:28.923Z,2026-02-08T21:03:30.055Z,2026-02-21T00:05:02.876Z,0,0,0,0,0,0,100,100,0,0,0,0,100,100,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0.07082,0.07082,0,0,0,0,0.07082038000000002,0.07082038000000002,0,0,0,0,0.07082397240000002,0.07082397240000002,0,0,0,0
EPISODE,PyYiZvwjQw13umitWd3D,001,"Local Bitcoiners • 001. Starting and Growing Meetups | Western MA and South Bend, IN",JW2YIr3V0sp3Bx1Mm2Rn,edCO2U2axVRBcrYoLYylq4GalP23,npub1h6dm833nvxz8ykmp3me6uf46agyjwgc535jfn6ew5gzl8rmmtxdq4ysge0,,,fountain:VWlo1yNhiSiFutCEgqQm;npub:npub1h6dm833nvxz8ykmp3me6uf46agyjwgc535jfn6ew5gzl8rmmtxdq4ysge0,2026-02-06T13:06:03.829Z,2026-02-06T13:06:04.973Z,2026-02-21T00:04:34.183Z,0,0,0,0,0,0,100,100,0,0,0,0,100,100,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0.06671,0.06671,0,0,0,0,0.06671036999999999,0.06671036999999999,0,0,0,0,0.0667061626,0.0667061626,0,0,0,0
