settled_at,payment_hash,source,app,kind,sender_npub,sender_name,episode_id,episode_num,episode_title,show_level,total_sats,our_sats,divisor,total_sats_method,message,reed_sats,rev_sats,aquafox_sats,guests_sats,fountain_sats,uncertain_sats
2026-06-17T18:01:45Z,3ecac9c3051b998097f5148863c7704ccb53c325bf595c5d0451a2b260b9af22,fountain_boost,Castamatic,boost,,ChadF,UwNRlGvYCau5FGkyULdo,016,"Parallel Systems for Silent Bitcoiners w/Bit_ish: Cleveland, OH | Ep. 016",false,3333,1100,1.0,castamatic api,Hello Cleveland!! I know Bitish from his work in V4V music. 🎸🥁🎤,1099,1100,0,1067,67,0
2026-06-17T17:54:03Z,d5a56c97eb7550770de3d93905561ae689e33c1d8aaa04eb315ce0d3c388b8cc,zap,nostr zaps,zap,npub1lhuex5pzy833ekxpvdmjz9k6rvv5763e4h2cgdfsx62egu0wk6hs7yd2ck,,,,,true,21000,21000,1.0,zap receipt,"Connect parallel systems and supercharge the flywheel! It can start with a small single individual action. No excuses, attend a local meetup now!",0,0,21000,0,0,0
2026-06-17T11:24:02Z,c6461f503c962749438875354ed093597ca86b905533e1b5eb2dd1744237a270,zap,nostr zaps,zap,npub1jxh2kga4ve8d4ftahcqtqswvk5z5f7ya0k2kx3dm679hmw4ysesqvt62rj,,,,,true,5,5,1.0,zap receipt,,0,0,5,0,0,0
2026-06-17T11:10:41Z,dca6c532e8da671743a171e076f2880be78bb95c27302edc3c1b4994c406a7eb,website,localbitcoiners.com,boost,npub1u8umhxc4ewe7f8qvs9pxjtcs3qagnzvv5qal7kf7fq08zsuwhawqyu2gqg,,aelYU8CUjGDIItw7Ec20,015,"Privacy is Sovereignty w/Btcwrestle: Columbia, SC | Ep. 015",false,200000,66000,1.0,boost receipt,"Sovreign focuses on helping individuals, families, and companies integrate Bitcoin into their personal and professional lives with confidence; recognizing the crucial role it plays in the broader economic picture. If you want to dig deeper into self custody, node running, or point of sale implementation, Sovreign has your back. Thanks to all the meetup organizers out there for keeping the grass roots bitcoin ethos alive! \n\nGo to sovreign.io (spelled SOV REIGN) for support on your bitcoin journey.",66000,66000,4000,64000,0,0
2026-06-16T22:08:14Z,c9fdd53475490c81563287923a01170bba6dd9a30c1af1c9ab3f5970ed880007,zap,nostr zaps,zap,npub1dgpt04w4c88wc0g262xaw8zvlm4mvwtmjhl0tn2sxtyjywsn6q4qt8ka3a,,,,,true,13,13,1.0,zap receipt,,0,0,13,0,0,0
2026-06-16T21:56:00Z,15a871c5454e1cf61ff19dfad8732db30479cad27f5148f7de0b9a906af29dfc,zap,nostr zaps,zap,npub1cwhy4k8qd2guyqz8t45u4yzyp4k4fhnjn573ukh6e77mde2dgm9s2lujc5,,,,,true,13,13,1.0,zap receipt,💜,0,0,13,0,0,0
2026-06-16T21:49:51Z,b924f99875f4ba898aa57fbd3fddb0c576171d52c97245ffebc34f06a210ab0a,zap,nostr zaps,zap,npub15ypxpg429uyjmp0zczuza902chuvvr4pn35wfzv8rx6cej4z8clq6jmpcx,,,,,true,21,21,1.0,zap receipt,BULLISH,0,0,21,0,0,0
2026-06-16T18:18:53Z,06c8bcdd2c1fe5aa96734b2c3080195e99d27a7536840b10ef5a57d46acd214a,fountain_boost,Fountain,boost,npub1vvcxpktswmuaqr5a27u3926m036mu43wgev4rsktcntduygdn4estgp5fy,,aelYU8CUjGDIItw7Ec20,015,"Local Bitcoiners • Privacy is Sovereignty w/Btcwrestle: Columbia, SC | Ep. 015",false,222,73,1.0,fountain api,"Come visit the #bullishMarket on Sunday June 21 from 9-10 AM Central. A virtual farmers market event where we use bitcoin as money. There will be tunes, auctions, door prizes, a bitcoin faucet, and, most importantly, amazing products from Nostr merchants. If you decide to buy something, post about it on Nostr and tag #bullishMarket for a 1000 sat zap! ⚡️",74,73,0,71,4,0
2026-06-15T23:31:10Z,d9c8b300893b2d8e8bc35c38671a7b7238695e8e891889eaf0e840ceea4c35b6,zap,nostr zaps,zap,npub1jcympy69pht7ptan39se4nd09e4q66qhey649uu3rczm2zh88c7s0n2890,,,,,true,42,42,1.0,zap receipt,Onward 🫡,0,0,42,0,0,0
2026-06-15T22:04:36Z,0b3c2a026e3cd76813742baf4715ad891714099187efced0b538445a40eb5db8,zap,nostr zaps,zap,npub1jxh2kga4ve8d4ftahcqtqswvk5z5f7ya0k2kx3dm679hmw4ysesqvt62rj,,,,,true,5,5,1.0,zap receipt,,0,0,5,0,0,0
2026-06-15T19:32:44Z,2296fb02f7ac1feb660c9e6b7f788e71f774ae2025152dca383d34f898fd6a8b,zap,nostr zaps,zap,npub1g3pt9825lvry8pefj0m7np663hwgwxzn54zw45u5xn46ne98zfvq5fe834,,,,,true,1000,333,0.333333,zap receipt,Coffee on me ☕,0,0,333,0,0,0
2026-06-15T17:27:45Z,8dc67c4e2e499b5dc45c3fc66c1e9afb88733a9fbbf7f512ffdd15f212b32028,zap,nostr zaps,zap,npub105d309x75gk4zmdvd9lzch3m89veky4hc6cw57cndvfj33aqs38qmyuhce,,,,,true,21,21,1.0,zap receipt,Great post 👍,0,0,21,0,0,0
2026-06-15T17:18:27Z,f7d952dbe4ea240e73cdc660600618068804303817c044a6492d0047bcdc13c2,zap,nostr zaps,zap,npub15ypxpg429uyjmp0zczuza902chuvvr4pn35wfzv8rx6cej4z8clq6jmpcx,,,,,true,21,21,1.0,zap receipt,BULLISH,0,0,21,0,0,0
2026-06-14T19:32:38Z,d2d2d9449d03e8feab5e3d16726a2933f10f32c4d3aa87f7433a9193edf073d1,fountain_boost,Fountain,boost,npub1t49ker2fyy2xc5y7qrsfxrp6g8evsxluqmaq09xt7uuhhzsurm3srw4jj5,,Mb8UVvZvDOoSxUobeHzq,014,"Local Bitcoiners • Permaculture for Bitcoin Culture w/Sourcenode: Greenville, SC | Ep. 014",false,420,139,1.0,fountain api,"Even more than the norm on nostr, I was struck by how much calmer the conversations are on Stacker News than is typical on social media.",139,139,0,134,8,0
2026-06-14T01:17:24Z,b55a269aad3be54f46ae174a50a10723316125f4c97527d89a5fa1705074209e,website,localbitcoiners.com,boost,npub1hsgepx397hx2fujq5dvzgwynpt4hnnjfhlq4vqjdntlxku67vt6s85gyeh,,PfxSpLSelb60eIHqjiSC,002,"Meetups are the Ultimate Web of Trust: Jersey City, NJ | Ep. 002",false,105000,34650,1.0,boost receipt + out-of-band backfill to 105000,"Escape to The Listening Loft Cabin in Wilmington, Vermont! A modern 2-bedroom retreat featuring a signature vinyl record listening loft, luxury bedding, and a peaceful deck. Perfect for skiing at Mount Snow or a relaxing getaway. Pay in Bitcoin and get 20% off. Visit listeningcabin.com for more information!",34650,34650,18900,16800,0,0
2026-06-13T18:20:32Z,8d6f2abee59bfea26351acdde615c2f2775b7755fde046813d4b9cbca719913f,zap,nostr zaps,zap,npub1jxh2kga4ve8d4ftahcqtqswvk5z5f7ya0k2kx3dm679hmw4ysesqvt62rj,,,,,true,5,5,1.0,zap receipt,,0,0,5,0,0,0
2026-06-13T15:38:37Z,af7b08d1a85e1da61b2e6ffb6e53774fa9c2b98a6e5c6aaf637abfd6dd87f227,zap,nostr zaps,zap,npub1uzt238htjzpq39dxmltlx60vxym9fetk9czz6kddq6fhvkf4z3usy9qtrh,,,,,true,10,10,1.0,zap receipt,,0,0,10,0,0,0
2026-06-13T12:58:45Z,a2831ac65db980d0c91f71f26066bb618c20c1ba5ff737ef179d55563323b885,fountain_boost,Fountain,boost,npub1g9ysswt67fnyqfrsgtd8l9p0eyccxlydn5eq0cn3evhm9w7e5nkssvzlky,,aelYU8CUjGDIItw7Ec20,015,"Local Bitcoiners • Privacy is Sovereignty w/Btcwrestle: Columbia, SC | Ep. 015",false,2121,700,1.0,fountain api,"Here is a free tool for people running bitcoin events to get the word out and save time - primarily for posting on Twitter/X. The idea is that you already put the time in to get your event on Luma, Meetup, or Satlantis. Paste that event link into the tool and it creates posts for Twitter as well as Nostr. https://orangedaddocs.github.io/event-megaphone",700,700,0,679,42,0
2026-06-13T11:04:17Z,48aa627a46cca6546bcbe4a695cb35b751bee52faa17e5feed283071248161e7,fountain_boost,Fountain,boost,npub15rnr0y725evntjc8whryzfgqptts5tezthq28arpea6q20tdm5gq62z5dt,,aelYU8CUjGDIItw7Ec20,015,"Local Bitcoiners • Privacy is Sovereignty w/Btcwrestle: Columbia, SC | Ep. 015",false,500,165,1.0,fountain api,"Would you give this economic model for a small UBI for all citizens a read please. It’s not an income replacement, rather an enhancement for all. Something to smooth over the transition AI is going to cause. Your critical eye would be welcome. Cheers. WTF \n\nhttps://www.patreon.com/scottsantens/posts/160333861?utm_campaign=postshare_fan",165,165,0,160,10,0
2026-06-13T06:00:36Z,e8c5e8c07f24e17b14579aa557ae630fe56a8d3ab536129960dd1e61b1d94083,fountain_boost,Fountain,boost,npub15wzuy60l6p2kg8pr2juvw4jw0ctaexyyar8qzamcvwx4kk6pdcvq07skp8,,tnzABSDublkUNKnbIbMA,010,Local Bitcoiners • Evolution & Development of a Meetup: Niagara Canada | Ep. 010,false,133,44,1.0,fountain api,*no comment with boost*,43,44,0,43,3,0
2026-06-13T00:57:05Z,b11b76f70c03bf558ff91671c6ef10c640bfa5aa34961119d192d6b4da10359d,zap,nostr zaps,zap,npub1f4qf8gnnqjqdd5l748zesc49jj3mz8c9350y3544ajem6s77wsrsrwl37g,,,,,true,10,5,0.5,zap receipt,bitcoin solo mining pay with lightning ⚡️,0,0,5,0,0,0
2026-06-12T21:23:59Z,0b729b1e410707eaaa1f67f9b8ecc876e975654fe92a52ae7ed5377e95f1af12,zap,nostr zaps,zap,npub1grzq7wnhxmvjdjetln7crn6sa44qexmelmqcl47tczehruejacuslqxjr9,,,,,true,10,5,0.5,zap receipt,Zapvertise from 10 sats,0,0,5,0,0,0
2026-06-12T18:53:20Z,36b37fe1e1bda49d3ddf18dba0ca4886a7f60c0c546f3f16377397e5adb31aed,zap,nostr zaps,zap,npub1qspus6smkn8mcdxg5jflh50s69vdgtwsd5p74gmjpzp2qekn5duqfv5afj,,,,,true,10,5,0.5,zap receipt,nostr:nevent1qqsrkmrnqtnczwl8p2kyturaxl6rv6j9xhcsenc7dchumxjcgxjn59qpzemhxue69uhkummnw3ex2mrfw3jhxtn0wfnj7q3qqspus6smkn8mcdxg5jflh50s69vdgtwsd5p74gmjpzp2qekn5duqxpqqqqqqz73e6lx,0,0,5,0,0,0
2026-06-12T17:37:32Z,77190e3e3c7dfc3936b6920be904097bc7d1e0152ab3c740746f566a7ab090b6,website,localbitcoiners.com,boost,npub1f5pre6wl6ad87vr4hr5wppqq30sh58m4p33mthnjreh03qadcajs7gwt3z,,Q48WBr6nT3mrbwMZ8ydY,,Local Bitcoiners,true,210,69,1.0,boost receipt,Southwest Michigan Bitcoin Meetup is the third Thursday every month! Next meetup is June 18. Post your meetups at localbitcoiners.com/meetups!\n\nnostr:naddr1qvzqqqrukvpzqngz8n5al4660uc8tw8guzzqpzlp0g0h2rrrkh08y8nwlzp6m3m9qyt8wumn8ghj7ur4wfcxcetjv4kxz7fwvdhk6tcpz4mhxue69uhhyetvv9ujuerpd46hxtnfduhszrnhwden5te0dehhxtnvdakz7qqs8pjx2ce4v43rxdp4893ngep5xc6t0pld,69,69,72,0,0,0
2026-06-12T17:32:50Z,074b6d2060d49a2aa6b6d29ba77841b57a42d921e6b6b2dfda7ceef863c6b5ce,website,localbitcoiners.com,boost,npub1f5pre6wl6ad87vr4hr5wppqq30sh58m4p33mthnjreh03qadcajs7gwt3z,,Q48WBr6nT3mrbwMZ8ydY,,Local Bitcoiners,true,210,69,1.0,boost receipt,South Bend Indiana Bitcoin Meetup is the first Thursday every month! Next meetup is July 2. Post your meetups at localbitcoiners.com/meetups!\n\nnostr:naddr1qvzqqqrukvpzqngz8n5al4660uc8tw8guzzqpzlp0g0h2rrrkh08y8nwlzp6m3m9qyt8wumn8ghj7ur4wfcxcetjv4kxz7fwvdhk6tcpz4mhxue69uhhyetvv9ujuerpd46hxtnfduhszrnhwden5te0dehhxtnvdakz7qqsx9jnyvnzxqcnsvfcx33k2c3evy25l2fa,69,69,72,0,0,0
2026-06-12T13:05:35Z,5f108f62bd160e17f1b5b2a429a49cf157d747024cc6721015e1670a6c1da81f,zap,nostr zaps,zap,npub1jxh2kga4ve8d4ftahcqtqswvk5z5f7ya0k2kx3dm679hmw4ysesqvt62rj,,,,,true,5,5,1.0,zap receipt,,0,0,5,0,0,0
2026-06-12T10:17:50Z,81f758f4769e4a08201da3957f6a9dd6a78119a0975bf7b0457a60f0f52710c3,fountain_boost,Fountain,boost,npub1jxh2kga4ve8d4ftahcqtqswvk5z5f7ya0k2kx3dm679hmw4ysesqvt62rj,,aelYU8CUjGDIItw7Ec20,015,"Local Bitcoiners • Privacy is Sovereignty w/Btcwrestle: Columbia, SC | Ep. 015",false,101,33,1.0,fountain api,Good morning and thanks again 💜🧡🎧,34,33,0,32,2,0
2026-06-11T18:31:15.771Z,,fountain_stream,Fountain,stream,npub13h3hhzv20uqjsyrmj95mstdvsqae3th5a2vr7ctjal2rvpw34xvsdwa57n,,aelYU8CUjGDIItw7Ec20,015,"Local Bitcoiners • Privacy is Sovereignty w/Btcwrestle: Columbia, SC | Ep. 015",false,1211,,,fountain supporters firestore,,399,400,0,388,24,
2026-06-11T18:19:20Z,05a8d6cb00cc76a328481998b6f19c72008b5554f3dce3e7f9a6d341d129cca5,website,localbitcoiners.com,boost,npub1xgyjasdztryl9sg6nfdm2wcj0j3qjs03sq7a0an32pg0lr5l6yaqxhgu7s,,aelYU8CUjGDIItw7Ec20,015,"Privacy is Sovereignty w/Btcwrestle: Columbia, SC | Ep. 015",false,100,33,1.0,boost receipt,Testing new bug fixes,33,33,2,32,0,0
2026-06-11T16:23:55Z,5debc0b2c158d925b3dd329896bfba3430e7b1d0c98fd574853305081ed5cc4f,website,localbitcoiners.com,boost,npub1zqdpzty2mshxncqqxy2078qax6mlehsxmpx5095wtxw4tpepkr0s2ce6fj,,Q48WBr6nT3mrbwMZ8ydY,,Local Bitcoiners,true,209,69,0.33,rss split 0.33,Shout out to the Comox Valley Meetup. It was a great experience. It was my first time and everyone was very gentle with me. Looking forward to doing it again.,69,69,71,0,0,
2026-06-11T16:14:47Z,9e946408f44b8e0b5d87aa9a111f5ec1acab81b1278382dcde72b649dd783e9c,website,localbitcoiners.com,boost,npub1z3h8afkwknffxyspvjde77sj6euy66rtyul7qlkl7f2ygktxdqasnn760f,,aelYU8CUjGDIItw7Ec20,015,"Privacy is Sovereignty w/Btcwrestle: Columbia, SC | Ep. 015",false,5000,1650,1.0,30078 amount_total,"First Thursday of the month Troy meetup is happening at the Orange Pill Pharmacy. Thursday, July 2nd 298 Town Center Dr. Troy, MI. 7-9 PM",1650,1650,100,1600,0,
2026-06-11T14:30:07Z,8871f4dc4b01ccf7861ed89e5d91c65937bff08adbbfd902be8fba23af4f8e90,fountain_boost,Fountain,boost,npub1srqgvupkre8hggp5new59qdnpgr9lhnz23yf78p9tdrqraq04pwq9hpxxh,,aelYU8CUjGDIItw7Ec20,015,"Local Bitcoiners • Privacy is Sovereignty w/Btcwrestle: Columbia, SC | Ep. 015",false,500,165,1.0,fountain api,No message. Just value,165,165,0,160,10,
2026-06-11T02:58:15Z,e18bf0635e50ec7de8df3aa0951b88629cc01140a6f9ff1987e71d264968baae,fountain_boost,Fountain,boost,npub1gwac0cnpv6kpud92qexz60474x0mwvk2ut35wt6acc5azykvnjuqne97aw,,aelYU8CUjGDIItw7Ec20,015,"Local Bitcoiners • Privacy is Sovereignty w/Btcwrestle: Columbia, SC | Ep. 015",false,121,40,0.33,sat math 0.33,Great rip,40,40,0,39,2,
2026-06-11T02:34:05Z,41241e2be76a080b9629f196d424addee4b995ce7519369677620d9650c687d0,website,localbitcoiners.com,boost,npub1xgyjasdztryl9sg6nfdm2wcj0j3qjs03sq7a0an32pg0lr5l6yaqxhgu7s,,yKaKx7ddLE6lW06ZvGAb,009,Growing Slow Builds Strong Communities: KC Bitcoiners | Ep. 009,false,494,163,0.33,kind 30078 + sat math 0.33,Hey nostr:npub177fz5zkm87jdmf0we2nz7mm7uc2e7l64uzqrv6rvdrsg8qkrg7yqx0aaq7 (ChadF) how are my NIP-73 GUID tags lookin 👀 Thank you for the PR!,163,163,10,158,0,
2026-06-11T02:17:17Z,ea71c5ee029bb5c5311ad655842c0d2620a9d33cd4a197d306b48268e789ce10,website,localbitcoiners.com,boost,npub1xgyjasdztryl9sg6nfdm2wcj0j3qjs03sq7a0an32pg0lr5l6yaqxhgu7s,,fwonpMx88vb8z77HIuOJ,013,"Big Upsides, Small Risks: The Value of Bitcoin Meetups | Ep. 013",false,100,33,0.33,kind 30078 + sat math 0.33,Boost testing: new features are being built on localbitcoiners.com,33,33,34,0,0,
2026-06-11T00:25:31Z,c36b4491d983d2b08426d308f69e4d4dd31b0d0fda320dbaa981e85957595df0,fountain_boost,Fountain,boost,,btcwrestle,aelYU8CUjGDIItw7Ec20,015,"Local Bitcoiners • Privacy is Sovereignty w/Btcwrestle: Columbia, SC | Ep. 015",false,69421,22909,0.33,sat math 0.33,"Attend your local meetup and if there isn't one in your area, start one! \n\nLocal Bitcoiners is an essential part of my 40HPW\n\n\n\nnpub1q8ks84vvjr9gyqs6mwnr6s8q4esaff3e60nykzzm6xtkmjns7dfqyhp6gc",22909,22909,0,22215,1388,
2026-06-10T23:08:27Z,62e24cd57e90a2f2ccdd34df2006471eaf84164db2e4fb4ea7198494297739a7,zap,nostr zaps,zap,npub1dgpt04w4c88wc0g262xaw8zvlm4mvwtmjhl0tn2sxtyjywsn6q4qt8ka3a,,,,,true,13,13,1.0,zap receipt,,0,0,13,0,0,0
2026-06-10T22:16:49Z,367576b61b974e6aba096b33571ca3d28adff113e57e578a5d9c83bd00ccfb6d,website,localbitcoiners.com,boost,npub1zqdpzty2mshxncqqxy2078qax6mlehsxmpx5095wtxw4tpepkr0s2ce6fj,,aelYU8CUjGDIItw7Ec20,015,"Privacy is Sovereignty w/Btcwrestle: Columbia, SC | Ep. 015",false,1000,330,0.33,kind 30078 + sat math 0.33,Another banger episode (is that still what the kids say?). If you aren't listening to the Local Bitcoiners Podcast you should be. #YATA,330,330,20,320,0,
2026-06-10T21:57:17Z,b4cc2e0007e281a647bfb7146bb6e30c36f038c209fb5d6e3996c10e36097fc4,fountain_boost,Fountain,boost,npub1yanyn2d7862md22tl9qrufgt2l8thn0ejdxklec5mpasjveagpxs7qsnkl,,aelYU8CUjGDIItw7Ec20,015,"Local Bitcoiners • Privacy is Sovereignty w/Btcwrestle: Columbia, SC | Ep. 015",false,500,165,0.33,sat math 0.33,*no comment with boost*,165,165,0,160,10,
2026-06-10T21:16:22Z,909fb4b54f0314dd2fc4ede82fed6d530d35d31439935ec30816fe390aeefeb0,zap,nostr zaps,zap,npub1jxh2kga4ve8d4ftahcqtqswvk5z5f7ya0k2kx3dm679hmw4ysesqvt62rj,,,,,true,5,5,1.0,zap receipt,,0,0,5,0,0,0
2026-06-10T19:43:46.064Z,,fountain_stream,Fountain,stream,npub1mc909r6rtu2kfmzfy9u5vzy60jlhgqgzty0jqlz0qhkdraxcypcqduvk2m,,Mb8UVvZvDOoSxUobeHzq,014,"Local Bitcoiners • Permaculture for Bitcoin Culture w/Sourcenode: Greenville, SC | Ep. 014",false,2812,,,fountain supporters firestore,,928,928,0,900,56,
2026-06-09T16:56:34Z,d22beb9ab76bc77a8ff7c664e4b5c7410bc6fe757be4f7ebbefdefc5dd8c395f,fountain_boost,Fountain,boost,npub15wzuy60l6p2kg8pr2juvw4jw0ctaexyyar8qzamcvwx4kk6pdcvq07skp8,,tnzABSDublkUNKnbIbMA,010,Local Bitcoiners • Evolution & Development of a Meetup: Niagara Canada | Ep. 010,false,133,44,0.33,sat math 0.33,I had to laugh when I heard - the first thing I did was make a multi-sig wallet 🤭,43,44,0,43,3,
2026-06-09T15:47:37Z,5a957e21d2b92f8a7e34ad129c0077121140c04580162fe26fc883b49c94e787,fountain_boost,Fountain,boost,npub1vvcxpktswmuaqr5a27u3926m036mu43wgev4rsktcntduygdn4estgp5fy,,Mb8UVvZvDOoSxUobeHzq,014,"Local Bitcoiners • Permaculture for Bitcoin Culture w/Sourcenode: Greenville, SC | Ep. 014",false,221,73,0.33,sat math 0.33,"The June #bullishMarket is coming up on Sunday the 21st! Mobile support has been added recently to make it more convenient for shoppers to pop in and hang out. And if you’ve got something to sell, there’s still time to reserve a booth! The more vendors, the merrier. Save the date and bookmark bullishmarket.onrender.com",73,73,0,71,4,
2026-06-09T12:55:03Z,7f027cea4009c736879e4ef6c1307dec48abfa19d24fdd06a6c91bcca63412c7,zap,nostr zaps,zap,npub1ljswqt5rr5hpd3ee86n4qp9uvqafk233wlsvndxu7sxg8q889fxse79q6n,,,,,true,42,14,0.333333,zap receipt,Onward 🫡,0,0,14,0,0,0
2026-06-09T10:37:30Z,ea0069e0949f1c68965a82f56d0346be1f5914de674a982223c927c690c825d5,website,localbitcoiners.com,boost,,,fwonpMx88vb8z77HIuOJ,013,"Big Upsides, Small Risks: The Value of Bitcoin Meetups | Ep. 013",false,100,33,0.33,kind 30078 + sat math 0.33,Bear markets are for building meetups.,33,33,34,0,0,
2026-06-08T23:17:53Z,733f60fd96deba18768da6c9828ba4107cb863f99989ed4a67746c6a50279903,zap,nostr zaps,zap,npub1jxh2kga4ve8d4ftahcqtqswvk5z5f7ya0k2kx3dm679hmw4ysesqvt62rj,,,,,true,5,5,1.0,zap receipt,,0,0,5,0,0,0
2026-06-08T18:05:12Z,07595f97ceee14c0142c091ac1b8974c47a656b3c5bb0bcd738c1f6728bf502d,fountain_boost,Fountain,boost,npub15ymzglvv4alrp06q85eqqmawegxf688v0gtqwhjpgtp0a4k2mesqshkwwx,,aCokvqoB5KnXfRvFUs99,012,"Local Bitcoiners • Leveraging Social Capital in Charlotte & Peru: Charlotte, NC | Ep. 012",false,324,107,0.33,sat math 0.33,Great rip gents.  Love the energy and bless the message 🙏\n#40HPW🎧,107,107,0,104,6,
2026-06-08T17:05:30Z,cefef26532b7d2990bf5754d40fed1c42af6345cf6b6aa179a352dfeb470437a,zap,nostr zaps,zap,npub15ypxpg429uyjmp0zczuza902chuvvr4pn35wfzv8rx6cej4z8clq6jmpcx,,,,,true,21,10,0.5,zap receipt,BULLISH,0,0,10,0,0,0
2026-06-08T16:32:48Z,d2ef898fa485a9153ff8f3b9ab061fef6cd698d3635e49a552f3ce55ee7be3be,website,localbitcoiners.com,boost,npub1xgyjasdztryl9sg6nfdm2wcj0j3qjs03sq7a0an32pg0lr5l6yaqxhgu7s,,fwonpMx88vb8z77HIuOJ,013,"Big Upsides, Small Risks: The Value of Bitcoin Meetups | Ep. 013",false,100,33,0.33,kind 30078 + sat math 0.33,Boost testing: new features are being built on localbitcoiners.com,33,33,34,0,0,
2026-06-08T16:08:44Z,5fca393ca606525fb740769ce6933e73ef7b2cc741ce8b7bd435495073f46eb8,website,localbitcoiners.com,boost,npub1xgyjasdztryl9sg6nfdm2wcj0j3qjs03sq7a0an32pg0lr5l6yaqxhgu7s,,fwonpMx88vb8z77HIuOJ,013,"Big Upsides, Small Risks: The Value of Bitcoin Meetups | Ep. 013",false,100,33,0.33,kind 30078 + sat math 0.33,Boost testing: new features are being built on localbitcoiners.com,33,33,34,0,0,
2026-06-08T15:55:47Z,7e41fad9fa3af84f28c074e2007923e0638b2b035991c57be07d62ff45ee2a48,website,localbitcoiners.com,boost,npub1xgyjasdztryl9sg6nfdm2wcj0j3qjs03sq7a0an32pg0lr5l6yaqxhgu7s,,fwonpMx88vb8z77HIuOJ,013,"Big Upsides, Small Risks: The Value of Bitcoin Meetups | Ep. 013",false,1000,330,0.33,kind 30078 + sat math 0.33,Boost testing: new features are being built on localbitcoiners.com,330,330,340,0,0,
2026-06-08T12:26:17Z,ccd6c8269e564c63cdd8deb0e86464596bb2d2a616c2aa6e9309ee6aee1ca18e,website,localbitcoiners.com,boost,npub1z3h8afkwknffxyspvjde77sj6euy66rtyul7qlkl7f2ygktxdqasnn760f,,Mb8UVvZvDOoSxUobeHzq,014,"Permaculture for Bitcoin Culture w/Sourcenode: Greenville, SC | Ep. 014",false,5000,1650,0.33,kind 30078 + sat math 0.33,"Environmentalism is knowing that fiat money is killing the planet. Whether it's exploitation of the soil resource via factory farming, or coercing global South into endless debt traps to finance unsustainable practices. We choose proof of work mining over proof of war, every Bitcoin transaction heals the earth and moves us closer towards peace.",1650,1650,100,1600,0,
2026-06-08T10:45:11Z,f1681879697eafc8a28878809d1f0cec431211547e46108286283e7f7033f9d8,fountain_boost,Fountain,boost,npub15ymzglvv4alrp06q85eqqmawegxf688v0gtqwhjpgtp0a4k2mesqshkwwx,,My7odT0MuyDuyh3Y3fw8,011,"Local Bitcoiners • Attendee to Organizer to Conference Host: Portland, OR | Ep. 011",false,324,107,0.33,sat math 0.33,Great episode.  Portland conference in 2024 was my favorite that year 🧡,107,107,0,104,6,
2026-06-07T20:45:05Z,571a04de887fef46d5860fe99cd0552196927f36fecf094df2ae45f12091e8e2,website,localbitcoiners.com,boost,npub1xgyjasdztryl9sg6nfdm2wcj0j3qjs03sq7a0an32pg0lr5l6yaqxhgu7s,,fwonpMx88vb8z77HIuOJ,013,"Big Upsides, Small Risks: The Value of Bitcoin Meetups | Ep. 013",false,100,33,0.33,kind 30078 + sat math 0.33,Boost testing: new features are being built on localbitcoiners.com,33,33,34,0,0,
2026-06-07T16:59:01Z,8d587c170f22ab8b1fe3b6e782956ff716df01933a946d8817cddae9936c6031,zap,nostr zaps,zap,npub1je9a79rmae4ukvsgu2nkseep35auhmd435spvj25wj894g4s5v4szmurtv,,,,,true,21,21,1.0,zap receipt,,0,0,21,0,0,0
2026-06-07T15:51:03Z,bdf1373e074ec3d3d624841b816f954d621b46a095a150fad1fa8ca98de56993,fountain_boost,BoostMeBitch,boost,,ChadF and 33 others,Mb8UVvZvDOoSxUobeHzq,014,"Permaculture for Bitcoin Culture w/Sourcenode: Greenville, SC | Ep. 014",false,100,36,1.0,tardbox,Testing spark,33,33,0,32,2,
2026-06-07T14:59:23Z,24242600f8688972b431141d5bf2240523be03deb251b28369fd3b64116ad58b,zap,nostr zaps,zap,npub1h6dm833nvxz8ykmp3me6uf46agyjwgc535jfn6ew5gzl8rmmtxdq4ysge0,,,,,true,10,10,1.0,zap receipt,,0,0,10,0,0,0
2026-06-07T03:17:52Z,f369110219513e37c1ffe68e89952118277991032f652aaf09d36c227e8ad379,website,localbitcoiners.com,boost,npub1zqdpzty2mshxncqqxy2078qax6mlehsxmpx5095wtxw4tpepkr0s2ce6fj,,Q48WBr6nT3mrbwMZ8ydY,,Local Bitcoiners,true,209,69,0.33,kind 30078 + show split,One more generic one for good measure.,69,69,71,0,0,
2026-06-07T03:17:23Z,750ffcc91db2a32129a3a67b9b9676fc84c91932959cf4e741cff977f741f631,website,localbitcoiners.com,boost,npub1zqdpzty2mshxncqqxy2078qax6mlehsxmpx5095wtxw4tpepkr0s2ce6fj,,Mb8UVvZvDOoSxUobeHzq,014,"Permaculture for Bitcoin Culture w/Sourcenode: Greenville, SC | Ep. 014",false,212,70,0.33,kind 30078 + sat math 0.33,Waiting for the next episode to boost!,70,70,4,68,0,
2026-06-07T03:17:03Z,d4a3e1be9b6735add562f0e3000c34d0aa081d09e51976a79923085923abb947,website,localbitcoiners.com,boost,npub1zqdpzty2mshxncqqxy2078qax6mlehsxmpx5095wtxw4tpepkr0s2ce6fj,,fwonpMx88vb8z77HIuOJ,013,"Big Upsides, Small Risks: The Value of Bitcoin Meetups | Ep. 013",false,209,69,0.33,kind 30078 + sat math 0.33,almost there,69,69,71,0,0,
